"","ID","test","species","sex","experiment.type","correct.cue","speed","color","side","activity.time","inactivity.time","refuge.time","getting.out.refuge.time","activity.prop","inactivity.prop","refuge.prop","first.quadrant.prop","second.quadrant.prop","third.quadrant.prop","fourth.quadrant.prop","first.cue.time","time.until.first.cue","second.cue.time","time.until.second.cue","third.cue.time","time.until.third.cue","fourth.cue.time","time.until.fourth.cue","touch.1.cue","touch.2.cues","touch.3.cues","touch.4.cues","correct.cue.time","time.until.correct.cue","total.cue.time","time.until.first.quadrant","time.until.second.quadrant","time.until.correct.quadrant","time.until.lid.exploring","times.resting","escape.time","escape.attemps","refuge.exit","refuge.enter.times","refuge.re.enter","success","success.time","eating.time","eating.times","time.until.eating","lid.exploring.time","lid.exploring.times","cut.uncut"
"79","OC79","OC79.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.4412,0.379,0.1304,0.0323,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,15440,47264,NA,NA,0,832708,19,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"81","OC81","OC81.1","Osmia cornuta","Female","Control","","4x",NA,NA,633780,266220,0,NA,0.7042,0.2958,0,0.1518,0.6602,0.1326,0.0466,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,7868,58288,NA,NA,2,490284,10,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"82","OC82","OC82.1","Osmia cornuta","Female","Control","","4x",NA,NA,703844,196156,0,NA,0.782,0.218,0,0.2912,0.0804,0.201,0.354,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,66004,89976,NA,NA,2,652120,22,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"83","OC83","OC83.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2175,0.2013,0.4052,0.1597,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,14700,123720,NA,NA,0,882604,7,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"84","OC84","OC84.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,259578,0,640422,640422,0.2884,0,0.7116,0.0936,0.0706,0.0478,0.0382,6584,694514,12470,668834,5632,646538,1978,742280,646538,1315372,2009886,2752166,NA,NA,26664,678448,666574,NA,NA,0,94278,6,"Yes",0,0,1,742622,NA,NA,NA,NA,NA,"uncut"
"85","OC85","OC85.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,865022,0,22852,7324,0.9611,0,0.0254,0.22,0.2013,0.1753,0.203,27908,132882,96760,11002,4934,406084,19272,48158,11002,59160,192042,598126,NA,NA,148874,70078,7324,NA,NA,0,526544,8,"Yes",1,1,1,406084,NA,NA,NA,NA,NA,"uncut"
"86","OC86","OC86.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"87","OC87","OC87.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,720936,0,179064,59068,0.801,0,0.199,0.1631,0.2502,0.1701,0.1496,11032,107724,23698,173526,10078,292274,5294,90346,90346,198070,371596,663870,NA,NA,50102,96300,157478,NA,NA,0,457628,13,"Yes",3,1,1,292274,NA,NA,NA,NA,NA,"uncut"
"88","OC88","OC88.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,773968,0,89090,5044,0.86,0,0.099,0.2021,0.2293,0.2091,0.0931,50994,20204,52546,48670,39228,35020,4126,448374,20204,55224,103894,552268,NA,NA,146894,18104,5044,NA,NA,0,366924,13,"Yes",2,1,1,448374,NA,NA,NA,NA,NA,"uncut"
"89","OC89","OC89.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,784570,38838,58472,4648,0.8717,0.0432,0.065,0.1259,0.2639,0.2711,0.0893,23952,217814,50318,120074,72880,25136,7598,286094,25136,145210,363024,649118,NA,NA,154748,30570,119554,NA,NA,2,299630,14,"Yes",1,1,1,287974,NA,NA,NA,NA,NA,"uncut"
"90","OC90","OC90.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,190252,0,709748,709748,0.2114,0,0.7886,0.0581,0.0155,0.1036,0.0139,7534,761930,3392,811942,2810,794876,0,NA,761930,1556806,2368748,NA,NA,NA,13736,758012,809422,NA,NA,0,93892,5,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"91","OC91","OC91.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,709086,0,190914,137634,0.7879,0,0.2121,0.1882,0.1946,0.1324,0.1889,5374,231204,47102,212274,4414,205890,11396,239826,205890,418164,649368,889194,NA,NA,68286,140914,187618,NA,NA,0,317950,13,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"92","OC92","OC92.1","Osmia cornuta","Female","Control","","4x",NA,NA,641100,258900,0,NA,0.7123,0.2877,0,0.0953,0.1343,0.6826,0.0805,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,6508,358284,NA,NA,4,353468,5,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"93","OC93","OC93.1","Osmia cornuta","Female","Control","","4x",NA,NA,808864,91136,0,NA,0.8987,0.1013,0,0.5866,0.1101,0.1233,0.1717,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,80112,56780,NA,NA,2,758368,10,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"94","OC94","OC94.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2619,0.5114,0.0511,0.17,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,121004,5100,NA,NA,0,879508,15,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"95","OC95","OC95.1","Osmia cornuta","Female","Control","","4x",NA,NA,806120,88628,0,NA,0.8957,0.0985,0,0.3299,0.2326,0.1447,0.2444,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,43500,86060,NA,NA,1,800528,15,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"96","OC96","OC96.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2503,0.242,0.2427,0.2481,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,71752,143784,NA,NA,0,452400,2,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"97","OC97","OC97.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"98","OC98","OC98.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,776322,0,33022,5436,0.8626,0,0.0367,0.2753,0.1632,0.2076,0.1541,56062,141212,11680,68302,13296,176798,15910,199710,68302,209514,386312,586022,NA,NA,96948,56412,51534,NA,NA,0,314064,3,"Yes",1,1,1,200462,NA,NA,NA,NA,NA,"uncut"
"99","OC99","OC99.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,696078,16912,187010,3954,0.7734,0.0188,0.2078,0.1936,0.2069,0.1541,0.1067,10498,210626,6048,56274,9074,145938,78130,298290,56274,202212,412838,711128,NA,NA,103750,8900,29730,NA,NA,1,219210,10,"Yes",4,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"100","OC100","OC100.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,410246,351586,138168,133764,0.4558,0.3907,0.1535,0.2459,0.0718,0.102,0.3857,9860,497962,2584,580904,2378,659918,4366,155524,155524,653486,1234390,1894308,NA,NA,19188,136864,137874,NA,NA,2,303604,9,"Yes",1,1,1,659918,NA,NA,NA,NA,NA,"uncut"
"101","OC101","OC101.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,823978,0,33542,33542,0.9155,0,0.0373,0.14,0.2435,0.242,0.1537,8358,62288,126102,215650,28022,41850,1388,447662,41850,104138,319788,767450,NA,NA,163870,61146,69950,NA,NA,0,583448,10,"Yes",0,0,1,447662,NA,NA,NA,NA,NA,"uncut"
"102","OC102","OC102.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,764190,0,135810,2258,0.8491,0,0.1509,0.2295,0.282,0.17,0.0705,8314,642926,18564,235476,30834,136812,3254,411554,136812,372288,783842,1426768,NA,NA,60966,15714,17854,NA,NA,0,241504,4,"Yes",5,1,1,642926,NA,NA,NA,NA,NA,"uncut"
"103","OC103","OC103.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,815492,0,84508,3994,0.9061,0,0.0939,0.2092,0.2263,0.2091,0.2146,10398,97352,4404,174114,11046,9118,6260,244188,9118,106470,280584,524772,NA,NA,32108,93530,151870,NA,NA,0,595124,27,"Yes",2,1,1,244188,NA,NA,NA,NA,NA,"uncut"
"104","OC104","OC104.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.4392,0.1789,0.1859,0.177,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,17140,202060,NA,NA,0,847276,10,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"105","OC105","OC105.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.4537,0.1922,0.158,0.1872,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,15344,67684,NA,NA,0,889700,17,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"106","OC106","OC106.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2844,0.2148,0.3237,0.171,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,27216,5456,NA,NA,0,838364,11,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"107","OC107","OC107.1","Osmia cornuta","Female","Control","","4x",NA,NA,892476,7524,0,NA,0.9916,0.0084,0,0.2841,0.3058,0.2212,0.17,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,83276,16968,NA,NA,1,875768,10,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"108","OC108","OC108.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.274,0.1913,0.3283,0.1981,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,17232,11852,NA,NA,0,864628,21,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"109","OC109","OC109.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,487258,0,412742,412742,0.5414,0,0.4586,0.1886,0.1641,0.1012,0.0357,21218,522858,5920,440388,8176,536604,1706,623252,440388,963246,1499850,2123102,NA,NA,37020,420422,428202,NA,NA,0,133574,5,"Yes",0,0,1,623252,NA,NA,NA,NA,NA,"uncut"
"110","OC110","OC110.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,523006,0,376994,373418,0.5811,0,0.4189,0.1351,0.1193,0.16,0.0608,64462,476304,6274,629132,15566,498156,3620,571506,476304,974460,1545966,2175098,NA,NA,89922,377680,383700,NA,NA,0,156910,5,"Yes",1,1,1,629132,NA,NA,NA,NA,NA,"uncut"
"111","OC111","OC111.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,427158,55856,416986,406956,0.4746,0.0621,0.4633,0.0907,0.0586,0.1465,0.1108,4624,692198,13884,610984,11080,441286,2158,679110,441286,1052270,1731380,2423578,NA,NA,31746,544006,561270,NA,NA,1,128142,5,"Yes",1,1,1,692470,NA,NA,NA,NA,NA,"uncut"
"112","OC112","OC112.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,731168,166492,2340,2340,0.8124,0.185,0.0026,0.6346,0.0793,0.1391,0.039,55312,121460,14302,175988,19314,97732,1520,142916,97732,219192,362108,538096,NA,NA,90448,8676,175058,NA,NA,1,503628,10,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"113","OC113","OC113.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,743656,142700,13644,13644,0.8263,0.1586,0.0152,0.1898,0.4091,0.0721,0.0428,12934,388314,185794,44402,30322,578672,0,NA,44402,432716,1011388,NA,NA,NA,229050,163596,28582,NA,NA,1,639368,5,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"114","OC114","OC114.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,686308,195904,17788,17788,0.7626,0.2177,0.0198,0.3282,0.0174,0.3889,0.0353,5216,473844,16462,261942,155664,51958,0,669878,51958,313900,787744,1457622,NA,NA,177342,200518,261380,NA,NA,3,59346,4,"Yes",0,0,1,669878,NA,NA,NA,NA,NA,"uncut"
"115","OC115","OC115.1","Osmia cornuta","Male","Control","","2x",NA,NA,363848,86152,0,NA,0.8086,0.1914,0,0.2592,0.5882,0.0787,0.0186,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,24860,132862,NA,NA,1,214474,2,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"116","OC116","OC116.1","Osmia cornuta","Female","Control","","2x",NA,NA,297104,152896,0,NA,0.6602,0.3398,0,0.3375,0.246,0.3032,0.1023,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,131616,261376,NA,NA,2,253600,5,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"117","OC117","OC117.1","Osmia cornuta","Female","Control","","2x",NA,NA,450000,0,0,NA,1,0,0,0.2223,0.504,0.1479,0.1129,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,10574,54192,NA,NA,0,412450,5,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"118","OC118","OC118.1","Osmia cornuta","Female","Control","","2x",NA,NA,291496,158504,0,NA,0.6478,0.3522,0,0.4832,0.0492,0.2986,0.1138,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,49234,70898,NA,NA,3,276652,7,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"119","OC119","OC119.1","Osmia cornuta","Male","Control","","2x",NA,NA,450000,0,0,NA,1,0,0,0.3722,0.2249,0.194,0.2044,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,94562,15200,NA,NA,0,429754,2,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"120","OC120","OC120.1","Osmia cornuta","Female","Control","","4x",NA,NA,824200,75800,0,NA,0.9158,0.0842,0,0.0793,0.6864,0.1941,0.0014,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,207428,131608,NA,NA,1,654100,5,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"121","OC121","OC121.1","Osmia cornuta","Female","Control","","2x",NA,NA,450000,0,0,NA,1,0,0,0.2543,0.2145,0.1719,0.2416,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,55236,52966,NA,NA,0,387182,18,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"122","OC122","OC122.1","Osmia cornuta","Female","Control","","4x",NA,NA,479720,420280,0,NA,0.533,0.467,0,0.7809,0.1237,0.0226,0.0544,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,34576,68572,NA,NA,2,215148,1,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"123","OC123","OC123.1","Osmia cornuta","Male","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.1162,0.3836,0.2896,0.2041,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,56144,5904,NA,NA,0,821904,8,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"124","OC124","OC124.1","Osmia cornuta","Male","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.1845,0.2249,0.281,0.2858,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,22440,21500,NA,NA,0,851140,8,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"125","OC125","OC125.1","Osmia cornuta","Male","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.3553,0.23,0.3269,0.032,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,50244,54176,NA,NA,0,800616,11,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"126","OC126","OC126.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,758520,0,141480,141480,0.8428,0,0.1572,0.1925,0.2079,0.2414,0.1434,6162,262624,21724,235888,12370,243700,7960,210906,210906,446794,690494,953118,NA,NA,48216,261800,235310,NA,NA,0,344182,19,"Yes",0,0,1,262624,NA,NA,NA,NA,NA,"uncut"
"127","OC127","OC127.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,867674,12132,20194,20194,0.9641,0.0135,0.0224,0.3765,0.2146,0.1666,0.1045,23056,102190,49360,137626,18624,120826,1974,424746,102190,223016,360642,785388,NA,NA,93014,29026,136172,NA,NA,1,279472,13,"Yes",0,0,1,424746,NA,NA,NA,NA,NA,"uncut"
"128","OC128","OC128.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,861914,0,38086,25916,0.9577,0,0.0423,0.2695,0.2144,0.2428,0.1263,8366,161486,18224,151616,25250,74876,2912,614080,74876,226492,387978,1002058,NA,NA,54752,112112,113694,NA,NA,0,548230,16,"Yes",1,1,1,614080,NA,NA,NA,NA,NA,"uncut"
"129","OC129","OC129.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,786016,0,95244,16604,0.8734,0,0.1058,0.3103,0.1974,0.1864,0.1156,10078,129262,15126,200366,21166,27150,2514,342028,27150,156412,356778,698806,NA,NA,48884,62988,79742,NA,NA,0,582264,28,"Yes",4,1,1,342028,NA,NA,NA,NA,NA,"uncut"
"130","OC130","OC130.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,753430,0,146570,146570,0.8371,0,0.1629,0.13,0.1408,0.2164,0.0228,14358,265352,268034,269322,2222,198378,0,NA,198378,463730,733052,NA,NA,NA,284614,233674,268088,NA,NA,0,681064,8,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"131","OC131","OC131.1","Osmia cornuta","Female","Control","","4x",NA,NA,889184,30324,0,NA,0.967,0.033,0,0.1906,0.3976,0.3268,0.0807,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3932,26724,NA,NA,1,333740,6,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"132","OC132","OC132.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2917,0.2135,0.2928,0.1756,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,50224,49516,NA,NA,0,802168,6,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"133","OC133","OC133.1","Osmia cornuta","Female","Control","","2x",NA,NA,450000,0,0,NA,1,0,0,0.3495,0.223,0.2065,0.2069,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,6308,28118,NA,NA,0,420476,8,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"134","OC134","OC134.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2607,0.2004,0.3043,0.2257,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,7956,38496,NA,NA,0,869004,13,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"135","OC135","OC135.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,577306,0,322694,2020,0.6415,0,0.3585,0.226,0.0735,0.1134,0.0376,105324,58538,5208,116546,6376,150312,4056,366786,58538,175084,325396,692182,NA,NA,120964,50020,114274,NA,NA,0,252726,15,"Yes",5,1,1,366786,NA,NA,NA,NA,NA,"uncut"
"136","OC136","OC136.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,385488,0,514512,40130,0.4283,0,0.5717,0.068,0.0543,0.1477,0.1117,12368,128466,15040,102418,0,NA,9088,217474,102418,230884,448358,NA,NA,NA,36496,127826,101746,NA,NA,0,207152,5,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"137","OC137","OC137.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,518710,0,381290,27214,0.5763,0,0.4237,0.1994,0.1012,0.1258,0.0868,25534,233870,3166,354430,3952,457362,14606,211610,211610,445480,799910,1257272,NA,NA,47258,77964,161372,NA,NA,0,243074,9,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"138","OC138","OC138.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,576862,0,323138,320974,0.641,0,0.359,0.2891,0.0648,0.0761,0.1209,33658,431800,5078,386602,8100,456166,16518,466760,386602,818402,1274568,1741328,NA,NA,63354,333174,368686,NA,NA,0,444800,23,"Yes",1,1,1,466760,NA,NA,NA,NA,NA,"uncut"
"139","OC139","OC139.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,881182,0,18818,2834,0.9791,0,0.0209,0.2395,0.2183,0.1734,0.1073,97066,61642,52610,110918,19636,43194,20810,296440,43194,104836,215754,512194,NA,NA,190122,61062,110096,NA,NA,0,437882,13,"Yes",1,1,1,296440,NA,NA,NA,NA,NA,"uncut"
"140","OC140","OC140.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"142","OC142","OC142.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.4451,0.2139,0.1443,0.1911,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,5068,29172,NA,NA,0,878968,19,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"143","OC143","OC143.1","Osmia cornuta","Female","Control","","4x",NA,NA,888588,5944,0,NA,0.9873,0.0066,0,0.3202,0.224,0.2784,0.1548,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,76868,290348,NA,NA,1,849256,25,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"144","OC144","OC144.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.1904,0.2008,0.1285,0.2998,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,162508,310352,NA,NA,0,636948,4,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"145","OC145","OC145.1","Osmia cornuta","Female","Control","","4x",NA,NA,888512,11488,0,NA,0.9872,0.0128,0,0.2868,0.2389,0.2942,0.149,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,38960,96944,NA,NA,1,867568,24,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"146","OC146","OC146.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.3081,0.2257,0.2239,0.2316,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,44180,56928,NA,NA,0,875500,21,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"810","OC8","OC8.2","Osmia cornuta","Female","Control","Yellow left","2x","Yellow","Left",15418,884582,NA,NA,0.0171,0.9829,NA,0.9935,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,5824,NA,5824,NA,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"910","OC9","OC9.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",719758,180242,NA,NA,0.7997,0.2003,NA,0.4658,0.1799,0.0276,0.007,194172,332522,83138,115866,NA,NA,NA,NA,115866,448388,NA,NA,194172,332522,277310,261738,16652,261738,NA,1,98174,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"1210","OC12","OC12.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",698358,0,NA,NA,0.776,0,NA,0.1684,0.1469,0.1603,0.1135,303040,160286,58076,81090,NA,NA,NA,NA,81090,241376,NA,NA,303040,160286,361116,45298,8658,45298,NA,0,535544,9,NA,NA,NA,NA,NA,201642,2,238436,NA,NA,"uncut"
"1310","OC13","OC13.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",752228,30358,NA,NA,0.8358,0.0337,NA,0.2099,0.2256,0.0605,0.1076,265974,124328,87234,88794,NA,NA,NA,NA,88794,213122,NA,NA,265974,124328,353208,63100,59678,63100,NA,2,578118,18,NA,NA,NA,NA,NA,117414,1,276584,NA,NA,"uncut"
"147","OC14","OC14.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",449798,230752,NA,NA,0.4998,0.2564,NA,0.1219,0.0062,0.5308,0.3153,840,100830,0,NA,NA,NA,NA,NA,100830,NA,NA,NA,0,NA,840,37914,46070,46070,NA,4,508272,6,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"151","OC15","OC15.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",854256,45744,NA,NA,0.9492,0.0508,NA,0.2058,0.1823,0.3366,0.1229,39314,104132,41018,73542,NA,NA,NA,NA,73542,177674,NA,NA,41018,73542,80332,99972,65636,65636,NA,1,772812,11,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"161","OC16","OC16.2","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",6838,52144,NA,NA,0.1159,0.8841,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"171","OC17","OC17.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",174874,0,NA,NA,1,0,NA,0.013,0.1183,0.4081,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,151918,154190,154190,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"191","OC19","OC19.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",662256,1216,NA,NA,0.7358,0.0014,NA,0.2271,0.1544,0.0685,0.0418,21982,160636,414188,292508,NA,NA,NA,NA,160636,453144,NA,NA,414188,292508,436170,21212,244748,244748,NA,1,236182,11,NA,NA,NA,NA,NA,236528,2,304860,NA,NA,"uncut"
"201","OC20","OC20.2","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",866806,33194,NA,NA,0.9631,0.0369,NA,0.5173,0.1981,0.2039,0.0273,31850,84282,9342,91396,NA,NA,NA,NA,84282,175678,NA,NA,9342,91396,41192,20026,6892,6892,NA,2,567714,16,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"uncut"
"211","OC21","OC21.2","Osmia cornuta","Male","Control","Blue right","2x","Blue","Right",692004,69516,NA,NA,0.7689,0.0772,NA,0.1399,0.1527,0.1106,0.0989,0,NA,438208,431104,NA,NA,NA,NA,431104,NA,NA,NA,438208,431104,438208,9932,117492,117492,NA,5,161582,5,NA,NA,NA,NA,NA,134062,1,486928,NA,NA,"uncut"
